Epoch,step,Loss
0,000,0.46251827478408813
50,000,749.510498046875
100,000,111.4840087890625
150,000,31.15553855895996
200,000,1166.337158203125
250,000,248.0504608154297
300,000,66.1314926147461
350,000,43167.89453125
400,000,6619.82568359375
450,000,1856.18896484375
